member,lead,trust,err
cliper,24,0.25,365.3861158301373
cons_aiwp,24,1.0,71.06714985721376
pangu,24,0.5,83.72797136153221
fengwu,24,0.5,22.823632784093174
gru,24,1.5,152.50665178415292
transformer,24,1.5,124.11695737488864
cliper,24,1.5,161.46233143820874
cons_aiwp,24,1.0,53.34632706185756
pangu,48,0.5,97.71687512439563
fengwu,48,0.5,198.418756601295
gru,48,1.5,127.43989344824219
transformer,48,1.5,118.21658186860232
cliper,48,1.5,143.35947220279905
cons_aiwp,48,1.0,103.86541704955
pangu,72,0.5,77.83644865119122
fengwu,72,0.5,5162.83142166083
gru,72,1.5,144.1068038351884
transformer,72,1.5,127.5090177315346
cliper,72,1.5,173.4867675979197
cons_aiwp,72,1.0,2539.4564341128817
pangu,24,0.5,69.7168417547872
fengwu,24,0.5,38.918224325595965
gru,24,0.25,251.93636981875974
transformer,24,1.5,249.85631881006012
cliper,24,1.5,234.02454781998279
cons_aiwp,24,0.5,54.248059177986434
pangu,48,0.5,11.119492664455889
fengwu,48,0.5,49.48692706234781
gru,48,0.25,678.4233139610842
transformer,48,1.5,751.5201020938249
cliper,48,1.5,777.9452006585585
cons_aiwp,48,0.5,19.653507853662546
pangu,72,0.5,86.13308246312849
fengwu,72,0.5,883.8555465808363
gru,72,0.25,1274.0935884573998
transformer,72,1.5,1393.8725479520187
cliper,72,1.5,1518.7840531061402
cons_aiwp,72,0.5,471.98628396625986
pangu,24,1.0,60.81962183187546
fengwu,24,1.0,48.0041354035701
gru,24,0.5,90.77544989313965
transformer,24,0.5,99.65466241979242
cliper,24,0.5,92.87884127073508
cons_aiwp,24,1.0,52.73461206336989
pangu,48,1.0,68.23879178428115
fengwu,48,1.0,75.11666992915082
gru,48,0.5,79.61764228227598
transformer,48,0.5,92.6306855232252
cliper,48,0.5,51.47058366525408
cons_aiwp,48,1.0,24.819274032217727
pangu,72,1.0,173.68750228177998
fengwu,72,1.0,3610.701485692785
gru,72,0.5,382.746941355641
transformer,72,0.5,360.9433155840272
cliper,72,0.5,336.58492018472776
cons_aiwp,72,1.0,1732.1340703396384
pangu,24,1.0,76.46243866283857
fengwu,24,1.0,38.608320592815275
gru,24,0.5,177.21644492672084
transformer,24,0.5,177.9321311281383
cliper,24,0.5,115.35024795313613
cons_aiwp,24,1.0,56.71787909510605
pangu,48,1.0,75.22186551642544
fengwu,48,1.0,105.76047849288999
gru,48,0.5,354.24722911940995
transformer,48,0.5,332.7218703162409
cliper,48,0.5,248.3822636119895
cons_aiwp,48,1.0,72.39774052733306
pangu,72,1.0,86.18180336320147
fengwu,72,1.0,841.8052409366811
gru,72,0.5,251.38217483397094
transformer,72,0.5,283.0071285675964
cliper,72,0.5,111.51698245603379
cons_aiwp,72,1.0,375.17334319742736
pangu,24,1.0,95.73549189777673
fengwu,24,1.0,61.98890113455171
gru,24,0.5,246.57852351677437
transformer,24,0.5,245.60732761793227
cliper,24,0.5,253.2999642448892
cons_aiwp,24,1.0,78.81911324247135
pangu,48,1.0,76.98462159698269
fengwu,48,1.0,70.08867057957072
gru,48,0.5,415.3578405118924
transformer,48,0.5,448.94248884691626
cliper,48,0.5,417.0502530663069
cons_aiwp,48,1.0,70.52749554739877
pangu,24,1.0,66.91090055889529
fengwu,24,1.0,66.91090055889529
gru,24,0.5,234.48094181301144
transformer,24,0.5,204.04692397892907
cliper,24,1.0,248.0723981602066
cons_aiwp,24,1.0,66.91090055889529
pangu,48,1.0,141.70122667755626
fengwu,48,0.5,1294.267695177083
gru,48,0.25,660.8888010763653
transformer,48,0.25,626.0541865832846
cliper,48,1.0,632.986681889854
cons_aiwp,48,1.0,574.8433209897012
pangu,24,1.0,44.78452513212638
fengwu,24,1.0,39.269835405872215
gru,24,0.5,152.3269251823633
transformer,24,0.5,182.29241527195015
cliper,24,0.5,181.5685734617532
cons_aiwp,24,1.0,5.689883326555307
pangu,48,1.0,110.1254437300428
fengwu,48,1.0,128.22576121302893
gru,48,0.5,309.34322405614245
transformer,48,0.5,343.1198507395976
cliper,48,0.5,383.70554905890594
cons_aiwp,48,1.0,95.77767635167655
pangu,24,0.5,642.8027016127878
fengwu,24,1.0,128.22576121302893
gru,24,1.2,115.67997529553077
transformer,24,1.2,79.5390730303035
cliper,24,1.0,81.47585717548377
cons_aiwp,24,0.5,383.7294084293186
pangu,24,1.0,16.701628618144113
fengwu,24,1.0,24.59627552139456
gru,24,0.5,76.74824999629075
transformer,24,0.5,39.09572737486214
cliper,24,0.5,455.86287271408025
cons_aiwp,24,1.5,9.140271612037314
pangu,48,1.0,108.80599313268078
fengwu,48,1.0,66.53304954752475
gru,48,0.5,161.1634823220368
transformer,48,0.5,160.3670151180522
cliper,48,0.5,749.500965889102
cons_aiwp,48,1.5,34.31922417008231
pangu,72,1.0,91.06985754029226
fengwu,72,1.0,95.39105894705118
gru,72,0.5,205.81321082768162
transformer,72,0.5,232.81546445680516
cliper,72,0.5,901.9706511619113
cons_aiwp,72,1.5,62.16121363484701
pangu,24,1.0,34.31922417008231
fengwu,24,0.5,85.3300751240311
gru,24,1.5,112.61631458506923
transformer,24,1.5,108.76622246402286
cliper,24,1.5,120.14189600786236
cons_aiwp,24,0.5,52.61335397548638
pangu,48,1.0,171.73014478863516
fengwu,48,0.5,95.39105894705118
gru,48,1.5,133.76447254178933
transformer,48,1.5,116.97773172136985
cliper,48,1.5,167.27959889587555
cons_aiwp,48,0.5,127.8985412901876
pangu,24,1.0,45.77174178022569
fengwu,24,1.0,19.516312149189698
gru,24,1.5,125.52252961854047
transformer,24,1.5,96.16888988719785
cliper,24,1.5,138.585807124157
cons_aiwp,24,1.0,32.02206952152956
pangu,48,1.0,38.18978355573258
fengwu,48,1.0,38.18978355573258
gru,48,1.5,343.2947165059998
transformer,48,1.5,317.08521207694145
cliper,48,1.5,327.1790965379741
cons_aiwp,48,1.0,38.18978355573258
pangu,72,1.0,59.42969389499162
fengwu,72,1.0,28.29067321586238
gru,72,1.5,582.6812225680759
transformer,72,1.5,562.5623475139098
cliper,72,1.5,543.9371553477429
cons_aiwp,72,1.0,43.08118020756687
pangu,24,1.0,19.09169084917511
fengwu,24,1.0,54.4932405664217
gru,24,0.25,122.35711893839178
transformer,24,0.25,138.73051224969177
cliper,24,0.25,185.42801907557168
cons_aiwp,24,1.0,35.758841372085506
pangu,48,1.0,89.92449929350371
fengwu,48,1.0,107.86087308354128
gru,48,0.25,348.8710113988007
transformer,48,0.25,348.640415607256
cliper,48,0.25,508.1408500531594
cons_aiwp,48,1.0,97.96104486615799
pangu,24,1.0,63.083619541546426
fengwu,24,1.0,64.34819414300978
gru,24,0.5,75.45916174074505
transformer,24,0.5,40.78449109796477
cliper,24,0.5,68.9720719637773
cons_aiwp,24,1.0,62.16121363484701
pangu,24,1.0,15.68937513043707
fengwu,24,1.0,15.689375130434778
gru,24,0.5,63.57869633736812
transformer,24,0.5,19.33901002087056
cliper,24,1.0,37.87562468490198
cons_aiwp,24,1.0,8.356543841116268
pangu,48,1.0,26.871204972939527
fengwu,48,1.0,50.25197328756535
gru,48,0.5,212.34360115676023
transformer,48,0.5,164.00839970345444
cliper,48,1.0,131.02692995136002
cons_aiwp,48,1.0,37.60971038883173
pangu,72,1.0,44.78452513212638
fengwu,72,1.0,44.78452513212638
gru,72,0.5,444.80847729854014
transformer,72,0.5,390.3645791248665
cliper,72,1.0,347.34353829003965
cons_aiwp,72,1.0,44.78452513212638
pangu,24,1.0,49.20869798801343
fengwu,24,1.0,86.06717120709963
gru,24,0.5,95.22038740685456
transformer,24,0.5,108.06314992356172
cliper,24,0.5,92.29777618443397
cons_aiwp,24,1.0,64.9770706635317
pangu,48,1.0,44.78452513212638
fengwu,48,1.0,72.727635013247
gru,48,0.5,279.5044210633572
transformer,48,0.5,266.74104279394703
cliper,48,0.5,279.01547172416474
cons_aiwp,48,1.0,54.437000760093916
pangu,72,1.0,18.379606994290086
fengwu,72,1.0,42.02723928183163
gru,72,0.5,396.071972363756
transformer,72,0.5,381.96282590152725
cliper,72,0.5,425.4565068543012
cons_aiwp,72,1.0,13.124934542695843
pangu,24,1.0,13.653116975864341
fengwu,24,1.0,18.467572871053306
gru,24,1.25,214.14891872246392
transformer,24,1.25,164.89293351424348
cliper,24,1.0,137.42242678087632
cons_aiwp,24,1.0,8.598786840096441
pangu,48,1.0,63.897586928930465
fengwu,48,1.0,100.71760356649352
gru,48,1.25,480.34649179372354
transformer,48,1.25,410.6298137217912
cliper,48,1.0,372.5413501624345
cons_aiwp,48,1.0,80.15426120539826
pangu,72,1.0,108.68853488924081
fengwu,72,1.0,129.88547680131478
gru,72,1.25,662.0495000320378
transformer,72,1.25,588.9584310085622
cliper,72,1.0,548.0089305894594
cons_aiwp,72,1.0,116.40710327860084
pangu,24,1.0,42.02507311739662
fengwu,24,1.0,28.29067321586238
gru,24,0.5,186.42658595552112
transformer,24,0.5,187.05930715770415
cliper,24,1.0,172.81339574384643
cons_aiwp,24,1.0,33.620989901758904
pangu,48,1.0,66.48326816087993
fengwu,48,1.0,66.48326816087993
gru,48,0.5,371.7445154260509
transformer,48,0.5,344.37561390833133
cliper,48,1.0,327.9254731453843
cons_aiwp,48,1.0,66.48326816087993
pangu,72,1.0,184.00188572003538
fengwu,72,1.0,116.24158700333645
gru,72,0.5,508.71335020353587
transformer,72,0.5,463.88549193591416
cliper,72,1.0,431.089100290271
cons_aiwp,72,1.0,149.1058353525965
pangu,24,1.0,12.291972850389472
fengwu,24,1.0,12.291972850389472
gru,24,1.5,88.06300175588142
transformer,24,1.5,123.32917360337343
cliper,24,0.5,120.574099091048
cons_aiwp,24,1.0,12.291972850389472
pangu,48,1.0,79.78143803670064
fengwu,48,1.0,62.705085960476104
gru,48,1.0,188.19692849612835
transformer,48,1.0,222.05343584803552
cliper,48,0.5,210.64329450448042
cons_aiwp,48,1.0,70.22208945559913
pangu,72,1.0,190.5528115567968
fengwu,72,1.0,130.54713692644202
gru,72,1.0,188.40731880067304
transformer,72,1.0,263.7437260660937
cliper,72,1.0,182.2392113734644
cons_aiwp,72,1.0,158.3468651350816
pangu,24,1.0,30.928564417464134
fengwu,24,1.0,30.928564417464134
gru,24,0.5,88.01924996958245
transformer,24,0.5,67.03968889554284
cliper,24,0.5,119.28262033043211
cons_aiwp,24,1.0,30.928564417464134
pangu,48,1.0,62.826909997445355
fengwu,48,1.0,70.24583229928173
gru,48,0.5,225.96960702396828
transformer,48,0.5,202.5913431026895
cliper,48,0.5,279.3396678121551
cons_aiwp,48,1.0,54.941201036623674
pangu,72,1.0,74.47361644431966
fengwu,72,1.0,74.47361644431966
gru,72,0.5,343.59023458463207
transformer,72,0.5,324.38166473503657
cliper,72,0.5,270.2991988294353
cons_aiwp,72,1.0,74.47361644431966
pangu,24,1.0,27.201351005245964
fengwu,24,1.0,16.609014890130204
gru,24,0.5,45.08707715581569
transformer,24,0.5,43.47102722945018
cliper,24,1.0,85.18244330774581
cons_aiwp,24,1.0,18.007905039468554
pangu,48,1.0,88.36351707561607
fengwu,48,1.0,29.420452418650648
gru,48,0.5,162.9975480189565
transformer,48,0.5,176.21787985987208
cliper,48,1.0,257.91948957358437
cons_aiwp,48,1.0,53.818034341592195
pangu,72,1.0,109.85177762033695
fengwu,72,1.0,80.9720673318665
gru,72,0.5,243.04508660168335
transformer,72,0.5,210.16535734093097
cliper,72,1.0,302.064204400533
cons_aiwp,72,1.0,95.18054763068953
pangu,24,1.0,43.146850370004614
fengwu,24,1.0,20.683796820116296
gru,24,0.5,31.049310726412735
transformer,24,0.5,41.04422872285204
cliper,24,0.5,89.18865935024537
cons_aiwp,24,1.0,31.792093602516726
pangu,48,1.0,55.58817722545343
fengwu,48,1.0,14.910539144393052
gru,48,0.5,141.64557586267816
transformer,48,0.5,43.78371047034133
cliper,48,0.5,115.97729287105635
cons_aiwp,48,1.0,29.594770640014147
pangu,72,1.0,126.17180230746071
fengwu,72,1.0,156.16815975941915
gru,72,0.5,568.9471007841055
transformer,72,0.5,411.84484109806107
cliper,72,0.5,514.5783393855738
cons_aiwp,72,1.0,139.01374791172498
pangu,24,1.0,98.4333748212881
fengwu,24,1.0,54.78933532964977
gru,24,0.5,152.8738771148266
transformer,24,0.5,157.47476835758508
cliper,24,0.5,257.0812078797407
cons_aiwp,24,1.0,76.08046661782824
pangu,48,1.0,106.15417626166764
fengwu,48,1.0,78.36196154100546
gru,48,0.5,449.89035165999815
transformer,48,0.5,439.1138772338375
cliper,48,0.5,757.7649606627804
cons_aiwp,48,1.0,92.8134260927622
pangu,72,1.0,12.31798968966361
fengwu,72,1.0,29.83434924003597
gru,72,0.5,1017.2323340648929
transformer,72,0.5,970.8487957842684
cliper,72,0.5,1582.993065922244
cons_aiwp,72,1.0,21.25813500975659
pangu,24,1.0,17.85546042124763
fengwu,24,1.0,41.24391793456228
gru,24,0.5,202.1770003265937
transformer,24,0.5,222.48981810261662
cliper,24,0.8,189.9765959355422
cons_aiwp,24,0.8,12.991634237979016
pangu,48,1.0,22.93884767159367
fengwu,48,1.0,48.79747984639287
gru,48,0.5,593.4554245611693
transformer,48,0.5,658.6810585545273
cliper,48,0.8,521.9050329625655
cons_aiwp,48,0.8,32.806105450301104
pangu,72,1.0,62.43866002868481
fengwu,72,1.0,175.95630586215887
gru,72,0.5,1236.4341619201018
transformer,72,0.5,1329.9632185663502
cliper,72,0.8,1110.0500508559962
cons_aiwp,72,0.8,119.28556873460182
pangu,24,1.0,55.58817722545343
fengwu,24,1.0,14.910539144393052
gru,24,0.5,92.70016499010706
transformer,24,0.5,104.95555635471362
cliper,24,1.0,19.382566297827548
cons_aiwp,24,1.0,29.594770640014147
pangu,48,1.0,54.78933532964977
fengwu,48,1.0,54.78933532964977
gru,48,0.5,429.0900772718226
transformer,48,0.5,492.87636369932335
cliper,48,1.0,313.9323080622238
cons_aiwp,48,1.0,54.78933532964977
pangu,72,1.0,161.745324889405
fengwu,72,1.0,161.745324889405
gru,72,0.5,879.2292922234028
transformer,72,0.5,1002.8033717717702
cliper,72,1.0,898.0344630754469
cons_aiwp,72,1.0,161.745324889405
pangu,24,1.0,35.92974302073248
fengwu,24,1.0,15.127557766500281
gru,24,0.5,114.09128874038417
transformer,24,0.5,121.19874806223274
cliper,24,0.5,132.50558298649122
cons_aiwp,24,1.0,23.3617145573399
pangu,48,1.0,13.264815504428302
fengwu,48,1.0,13.264815504428302
gru,48,0.5,515.2884697409764
transformer,48,0.5,499.4887981802792
cliper,48,0.5,603.002182059286
cons_aiwp,48,1.0,13.264815504428302
pangu,72,1.0,186.88798619835092
fengwu,72,1.0,89.26075116861898
gru,72,0.5,1221.3289652295007
transformer,72,0.5,1174.598407527397
cliper,72,0.5,1338.6354793157386
cons_aiwp,72,1.0,135.314506487056
pangu,24,1.0,50.57690984781694
fengwu,24,1.0,29.96720915875595
gru,24,0.5,364.2656331711319
transformer,24,0.5,391.2310235756542
cliper,24,0.5,231.9425075442386
cons_aiwp,24,1.0,38.31769386162376
pangu,48,1.0,24.79500956761275
fengwu,48,1.0,36.73511633583737
gru,48,0.5,545.2297311545428
transformer,48,0.5,622.8089298542756
cliper,48,0.5,760.7843811389378
cons_aiwp,48,1.0,30.223701792365382
pangu,72,1.0,103.61371553966251
fengwu,72,1.0,72.33865666806344
gru,72,0.5,893.9807784669272
transformer,72,0.5,1038.2594526989808
cliper,72,0.5,1322.1141659830594
cons_aiwp,72,1.0,87.55161582544277
pangu,24,1.0,37.33799209396044
fengwu,24,1.0,38.11555328798283
gru,24,0.5,47.83231037939196
transformer,24,0.5,88.99031061535582
cliper,24,1.0,129.07274379713348
cons_aiwp,24,1.0,25.81856598587698
pangu,48,1.0,62.43866002868481
fengwu,48,1.0,89.7316137258117
gru,48,0.5,222.25149336611358
transformer,48,0.5,349.01497263249206
cliper,48,1.0,546.2717271234106
cons_aiwp,48,1.0,75.49323092968969
pangu,72,1.0,89.77757995934186
fengwu,72,1.0,145.0646011515824
gru,72,0.5,630.8958403158178
transformer,72,0.5,801.4783853960605
cliper,72,1.0,1249.2492034174438
cons_aiwp,72,1.0,117.38444370179488
pangu,24,1.0,34.315029466854206
fengwu,24,1.0,9.766014232888585
gru,24,0.5,197.93285996884944
transformer,24,0.5,134.2825876817274
cliper,24,0.5,279.70774192953917
cons_aiwp,24,1.0,21.56867877845537
pangu,48,1.0,106.32033569664387
fengwu,48,1.0,99.75016907845924
gru,48,0.5,763.1499131090222
transformer,48,0.5,810.5413844356502
cliper,48,0.5,846.7127635303606
cons_aiwp,48,1.0,101.27871922882372
pangu,72,1.0,62.68225148188619
fengwu,72,1.0,50.208080770072705
gru,72,0.5,1041.2461675230336
transformer,72,0.5,1213.2996163838234
cliper,72,0.5,1040.8999835257723
cons_aiwp,72,1.0,55.319461328842316
pangu,24,1.25,36.194431175752506
fengwu,24,1.25,29.420452418650648
gru,24,0.5,70.3782763579861
transformer,24,0.5,67.7240902180633
cliper,24,1.0,55.74722566265014
cons_aiwp,24,1.0,14.764439663194027
pangu,48,1.25,55.69600728544196
fengwu,48,1.25,26.138058142445278
gru,48,0.5,284.4879062297724
transformer,48,0.5,299.278245309254
cliper,48,1.0,78.20927076677741
cons_aiwp,48,1.0,39.73469137233318
pangu,72,1.25,135.68719509771543
fengwu,72,1.25,76.03771722465676
gru,72,0.5,647.9206896927186
transformer,72,0.5,688.7945968544261
cliper,72,1.0,301.14694531859715
cons_aiwp,72,1.0,105.5938781045846
pangu,24,1.2,9.198342019220002
fengwu,24,1.1,29.83434924003597
gru,24,0.5,169.07955997688865
transformer,24,0.5,146.81829145829892
cliper,24,0.5,274.88179304848876
cons_aiwp,24,1.0,12.31798968966361
pangu,48,1.2,105.31716886632492
fengwu,48,1.1,79.42305356727555
gru,48,0.5,609.8852970312012
transformer,48,0.5,663.2617001517524
cliper,48,0.5,690.4472133865584
cons_aiwp,48,1.0,92.75050364144957
pangu,72,1.2,91.36145928505454
fengwu,72,1.1,77.60484410004862
gru,72,0.5,629.4892596762385
transformer,72,0.5,752.7395670508994
cliper,72,0.5,773.3755819389871
cons_aiwp,72,1.0,84.7469360326317
pangu,24,1.0,56.94465680152767
fengwu,24,0.75,83.35654099927687
gru,24,1.25,108.6887152067633
transformer,24,1.25,89.18363812654972
cliper,24,1.5,159.1869972721212
cons_aiwp,24,0.75,69.54427976582349
pangu,48,1.0,33.004370131172095
fengwu,48,0.75,77.80728326760352
gru,48,1.25,238.497882441652
transformer,48,1.25,204.1161515467649
cliper,48,1.5,333.24504392208945
cons_aiwp,48,0.75,50.66486512043868
pangu,72,1.0,33.358477993367664
fengwu,72,0.75,56.843226548638775
gru,72,1.25,422.25956771627574
transformer,72,1.25,385.32966716185797
cliper,72,1.5,521.2115208658042
cons_aiwp,72,0.75,15.715898944618639
pangu,24,1.0,89.43396619801794
fengwu,24,1.0,32.1439010283557
gru,24,0.5,150.9953724200628
transformer,24,0.5,122.95476759232082
cliper,24,0.5,142.4884997412063
cons_aiwp,24,1.0,45.09232597280614
pangu,48,1.0,105.17916533490805
fengwu,48,1.0,29.7755798175197
gru,48,0.5,219.974555637576
transformer,48,0.5,173.82453545721282
cliper,48,0.5,182.94877696119616
cons_aiwp,48,1.0,66.98576557769915
pangu,72,1.0,107.77920371064853
fengwu,72,1.0,17.49572313638352
gru,72,0.5,263.8093864715511
transformer,72,0.5,264.5166566780438
cliper,72,0.5,195.64307091395642
cons_aiwp,72,1.0,48.857338038262455
pangu,24,1.0,65.96585543812994
fengwu,24,1.0,49.467879004083464
gru,24,0.5,148.31407915653236
transformer,24,0.5,121.66260582047323
cliper,24,1.0,131.05540287116477
cons_aiwp,24,1.0,56.3770307286832
pangu,48,1.0,127.95859140399838
fengwu,48,1.0,149.44099163986178
gru,48,0.5,388.9156240839479
transformer,48,0.5,324.84696133184855
cliper,48,1.0,337.71734449958694
cons_aiwp,48,1.0,138.03054013329972
pangu,72,1.0,200.41461290766821
fengwu,72,1.0,144.08832112339178
gru,72,0.5,475.5383417241464
transformer,72,0.5,395.8291890302536
cliper,72,1.0,370.0337255201231
cons_aiwp,72,1.0,171.3726281943484
pangu,24,1.0,65.42833260092712
fengwu,24,1.0,44.03813519027831
gru,24,0.5,8.971728906341346
transformer,24,0.5,37.09475541915723
cliper,24,0.5,32.59275160368726
cons_aiwp,24,1.0,52.89383118024944
pangu,48,1.0,51.4681593280962
fengwu,48,1.0,104.13563761016984
gru,48,0.5,154.2194227230192
transformer,48,0.5,102.38981857020282
cliper,48,0.5,80.76423557746809
cons_aiwp,48,1.0,77.55567992120523
pangu,72,1.0,135.8379669539208
fengwu,72,1.0,126.81502144460737
gru,72,0.5,397.1774807304476
transformer,72,0.5,326.58254798106447
cliper,72,0.5,269.5155992513299
cons_aiwp,72,1.0,124.55118905912023
pangu,24,1.0,92.98611092617777
fengwu,24,1.0,59.90187628342997
gru,24,1.25,149.4055127230981
transformer,24,1.25,104.12221257778276
cliper,24,1.0,123.41518051089783
cons_aiwp,24,1.0,76.42706649849804
pangu,48,1.0,124.21001745983551
fengwu,48,1.0,81.18812894074127
gru,48,1.25,375.32575680643544
transformer,48,1.25,290.60555626795406
cliper,48,1.0,322.4428010314648
cons_aiwp,48,1.0,100.76922210125238
pangu,72,1.0,172.1663788665339
fengwu,72,1.0,140.4073426655556
gru,72,1.25,615.2014156302564
transformer,72,1.25,510.1293364428678
cliper,72,1.0,501.3635029164276
cons_aiwp,72,1.0,155.4783683340515
pangu,24,1.0,66.86329712695864
fengwu,24,1.0,5.559746332227944
gru,24,0.5,98.39661291626737
transformer,24,0.5,64.10113230932258
cliper,24,0.5,50.34277069088983
cons_aiwp,24,1.0,35.78991553699911
pangu,48,1.0,93.33316105821399
fengwu,48,1.0,121.13122269353232
gru,48,0.5,296.01455915068175
transformer,48,0.5,230.74151223414734
cliper,48,0.5,175.37917023682934
cons_aiwp,48,1.0,103.52105913381938
pangu,72,1.0,130.696950054175
fengwu,72,1.0,76.69724145934792
gru,72,0.5,356.7613393127003
transformer,72,0.5,292.5017908770225
cliper,72,0.5,172.36210070975125
cons_aiwp,72,1.0,103.04227396914234
pangu,24,1.0,36.238853852855165
fengwu,24,1.0,12.343428418327834
gru,24,0.5,109.25651727665021
transformer,24,0.5,76.49637672464529
cliper,24,0.5,53.676500574644656
cons_aiwp,24,1.0,19.425102192755244
pangu,48,1.0,76.69724145934792
fengwu,48,1.0,11.985429270096617
gru,48,0.5,150.62726487279366
transformer,48,0.5,94.8003306014071
cliper,48,0.5,28.091599762691658
cons_aiwp,48,1.0,35.84835937885027
pangu,72,1.0,147.56645306141098
fengwu,72,1.0,22.943000213591944
gru,72,0.5,116.52272951657257
transformer,72,0.5,25.439589114444537
cliper,72,0.5,147.16556841334668
cons_aiwp,72,1.0,81.98249538896722
pangu,24,1.0,49.235143635628496
fengwu,24,1.0,35.81502646177471
gru,24,1.0,111.36693255615897
transformer,24,1.0,146.23159673192046
cliper,24,1.0,121.00694094711531
cons_aiwp,24,1.0,31.579178003109984
pangu,48,1.0,129.94181130446938
fengwu,48,1.0,22.238985328911777
gru,48,1.0,213.1918479018066
transformer,48,1.0,301.4187967329734
cliper,48,1.0,298.785697015652
cons_aiwp,48,1.0,72.21383483627582
pangu,72,1.0,117.07669729165958
fengwu,72,1.0,41.907101139263624
gru,72,1.0,343.1433339951563
transformer,72,1.0,487.6738467185789
cliper,72,1.0,545.3632371495708
cons_aiwp,72,1.0,37.598218814118084
pangu,24,1.0,16.869356154807143
fengwu,24,1.0,43.28685981034511
gru,24,0.5,45.532550377057035
transformer,24,0.5,36.86978484275295
cliper,24,0.5,35.597042410486246
cons_aiwp,24,1.0,13.848885699881414
pangu,48,1.0,95.24589328603051
fengwu,48,1.0,22.943000213591944
gru,48,0.5,45.58533145800489
transformer,48,0.5,17.569749029031886
cliper,48,0.5,188.98888000525528
cons_aiwp,48,1.0,54.68015233033731
pangu,72,1.0,67.01374102135973
fengwu,72,1.0,31.81740332377243
gru,72,0.5,103.02865964953882
transformer,72,0.5,166.16667807047725
cliper,72,0.5,417.07512609257327
cons_aiwp,72,1.0,43.36078863886543
pangu,24,1.0,50.929556004958805
fengwu,24,1.0,32.075765561990146
gru,24,0.5,84.19850409791788
transformer,24,0.5,112.91912360235023
cliper,24,1.0,196.03969708273144
cons_aiwp,24,1.0,40.80544355101879
pangu,48,1.0,12.31203864967301
fengwu,48,1.0,59.20105788933855
gru,48,0.5,219.7447791662674
transformer,48,0.5,292.00835456764713
cliper,48,1.0,431.63532740408766
cons_aiwp,48,1.0,33.60948276993064
pangu,72,1.0,129.94181130446938
fengwu,72,1.0,34.25561912649509
gru,72,0.5,416.83523215216445
transformer,72,0.5,519.3614002908349
cliper,72,1.0,708.6018016439805
cons_aiwp,72,1.0,63.79408027203014
pangu,24,1.0,69.21734242776101
fengwu,24,1.0,19.292563581498122
gru,24,0.5,6.119096207006724
transformer,24,0.5,29.454581523681718
cliper,24,1.0,67.27538644025886
cons_aiwp,24,1.0,43.48769334778858
pangu,48,1.0,67.01374102135973
fengwu,48,1.0,69.26547694878056
gru,48,0.5,126.77158592732764
transformer,48,0.5,150.05509901084105
cliper,48,1.0,266.78298085178426
cons_aiwp,48,1.0,60.431433815373516
pangu,72,1.0,61.57445462849138
fengwu,72,1.0,80.15450442925821
gru,72,0.5,444.3714446169625
transformer,72,0.5,427.913540877597
cliper,72,1.0,595.8543128621799
cons_aiwp,72,1.0,65.05226489036008
pangu,24,1.0,92.13048651927186
fengwu,24,1.0,5.559746332227591
gru,24,1.5,89.73370092816873
transformer,24,1.5,103.77511914386619
cliper,24,1.0,249.53793721697727
cons_aiwp,24,1.0,48.0936670960502
pangu,48,1.0,58.90232520175095
fengwu,48,1.0,36.51157743818125
gru,48,1.2,147.49540553925922
transformer,48,1.2,100.56848893364555
cliper,48,1.0,421.90785870264455
cons_aiwp,48,1.0,47.239818898593136
pangu,72,1.0,72.4803676415192
fengwu,72,1.0,190.66394583365275
gru,72,1.0,411.8591081551514
transformer,72,1.0,270.65089575401703
cliper,72,1.0,485.77807660680963
cons_aiwp,72,1.0,131.4043895154919
pangu,24,1.0,93.08328457638727
fengwu,24,1.0,31.81740332377243
gru,24,0.5,91.525283655403
transformer,24,0.5,97.96639936706845
cliper,24,0.5,118.56660430471652
cons_aiwp,24,1.0,62.668381713412856
pangu,48,1.0,116.41234542916948
fengwu,48,1.0,46.88666322251122
gru,48,0.5,415.8070385172819
transformer,48,0.5,417.5563108951617
cliper,48,0.5,449.94568407564543
cons_aiwp,48,1.0,75.48754502838024
pangu,72,1.0,176.9895781403947
fengwu,72,1.0,55.12515851141662
gru,72,0.5,782.3370297337615
transformer,72,0.5,736.5321270651023
cliper,72,0.5,748.7680082997408
cons_aiwp,72,1.0,103.42945132819825
pangu,24,1.0,42.353912302367
fengwu,24,1.0,33.358477993367664
gru,24,0.75,49.308848682987886
transformer,24,0.75,64.10568644376637
cliper,24,1.0,93.31088574987282
cons_aiwp,24,1.0,35.632929219454645
pangu,48,1.0,41.9071011392644
fengwu,48,1.0,92.51524186785326
gru,48,0.75,268.6693738445171
transformer,48,0.75,276.83453657266404
cliper,48,1.0,366.56281367308856
cons_aiwp,48,1.0,61.15720965450739
pangu,72,1.0,126.2416098127126
fengwu,72,1.0,146.53825129124172
gru,72,0.75,669.2637703047259
transformer,72,0.75,617.864636295706
cliper,72,1.0,728.2039595472212
cons_aiwp,72,1.0,136.19598818141787
pangu,24,1.0,56.359953814665104
fengwu,24,1.0,22.31083678369772
gru,24,0.5,125.79120973890463
transformer,24,0.5,149.2690231667746
cliper,24,1.0,212.3916424246478
cons_aiwp,24,1.0,32.66597057131085
pangu,48,1.0,94.2969303366863
fengwu,48,1.0,36.546788902556024
gru,48,0.5,281.8065386450762
